datetime,temperature,humidity,wind_speed,pressure,pm2_5
2024-01-01 00:00:00,30.89407556793585,42.76988991414895,1.441786049087062,1008.4172807233672,66.33731623879984
2024-01-01 01:00:00,18.584180048511385,53.53824426503565,6.192955763281905,993.81438875591,61.98765298442613
2024-01-01 02:00:00,16.805543606926094,81.09288308323052,3.822235789522863,1026.4093890530733,10.321666728528347
2024-01-01 03:00:00,26.539443072486737,37.656733453081245,7.859906490764479,1016.7207385767698,133.18284118471826
2024-01-01 04:00:00,31.58406909356689,83.63192207241835,6.249263395460998,1010.3988384594368,103.0896158728782
2024-01-01 05:00:00,22.693193803733827,59.79047834250679,0.9145158048524742,1007.2506295727186,117.84732778942706
2024-01-01 06:00:00,39.42292595153846,55.56573932235447,4.164289856559564,992.0586204691136,101.52954435342448
2024-01-01 07:00:00,30.5448921575459,48.33878328558711,6.124180693504929,998.5717683235124,54.73502321621659
2024-01-01 08:00:00,24.427957044530828,85.01092711636656,7.080344189719561,1024.243167896734,78.48511200804124
2024-01-01 09:00:00,21.763525545824518,61.057407645677344,1.7060198801720063,1014.8881765114452,23.66806544552242
2024-01-01 10:00:00,20.295340484526083,78.24158210000866,7.974669839909303,997.7550048111316,28.434508554240885
2024-01-01 11:00:00,31.87149122152125,81.45910723686194,4.452523293817501,997.568128702692,51.9899444567593
2024-01-01 12:00:00,23.15716734038873,85.34294127549221,2.603594880467317,1004.005020501662,98.33429525424422
2024-01-01 13:00:00,11.79033689828705,48.20284404198458,9.761256915208882,1014.6118615332276,91.94123781874966
2024-01-01 14:00:00,21.941327659912943,50.38865124266068,1.2891689490410698,1011.6966103873852,117.41272190325334
2024-01-01 15:00:00,32.13986217196107,65.70443258085689,11.192353313378916,1011.0813950084548,82.16278787678809
2024-01-01 16:00:00,15.474751913605,56.47944812756827,8.622060841499549,1024.7572319924614,102.972283988798
2024-01-01 17:00:00,15.263552684424775,85.97055195718453,5.96929673336201,1024.4500582649662,11.363148413411128
2024-01-01 18:00:00,25.946541215255152,53.85384309800919,0.6283501761673715,1023.8079401121782,140.3281960200193
2024-01-01 19:00:00,25.95482761290598,58.66668290251262,4.986441077033577,1018.0980673503784,127.69712311195288
